timestamp,cell,variable,source,value,scenario,region,period,level
2018-01-29,CellId: 471ad40000000000,precipitation,ERA5,4.270076751708984,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-30,CellId: 471ad40000000000,precipitation,ERA5,1.2497901916503906,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-31,CellId: 471ad40000000000,precipitation,ERA5,2.9163360595703125,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-01,CellId: 471ae40000000000,precipitation,ERA5,0.4086494445800781,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-02,CellId: 471ae40000000000,precipitation,ERA5,1.0762214660644531,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-03,CellId: 471ae40000000000,precipitation,ERA5,8.056163787841797,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-04,CellId: 471ae40000000000,precipitation,ERA5,0.3829002380371094,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-05,CellId: 471ae40000000000,precipitation,ERA5,0.84686279296875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-06,CellId: 471ae40000000000,precipitation,ERA5,0.16641616821289062,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-07,CellId: 471ae40000000000,precipitation,ERA5,1.6126632690429688,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-08,CellId: 471ae40000000000,precipitation,ERA5,0.0,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-09,CellId: 471ae40000000000,precipitation,ERA5,0.7715225219726562,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-10,CellId: 471ae40000000000,precipitation,ERA5,2.018451690673828,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-11,CellId: 471ae40000000000,precipitation,ERA5,3.6573410034179688,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-12,CellId: 471ae40000000000,precipitation,ERA5,0.7696151733398438,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-13,CellId: 471ae40000000000,precipitation,ERA5,0.006198883056640625,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-14,CellId: 471ae40000000000,precipitation,ERA5,0.000476837158203125,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-15,CellId: 471ae40000000000,precipitation,ERA5,0.0,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-16,CellId: 471ae40000000000,precipitation,ERA5,7.746696472167969,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-17,CellId: 471ae40000000000,precipitation,ERA5,1.5835762023925781,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-18,CellId: 471ae40000000000,precipitation,ERA5,7.494449615478516,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-19,CellId: 471ae40000000000,precipitation,ERA5,1.6727447509765625,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-20,CellId: 471ae40000000000,precipitation,ERA5,0.9517669677734375,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-21,CellId: 471ae40000000000,precipitation,ERA5,0.09059906005859375,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-22,CellId: 471ae40000000000,precipitation,ERA5,0.09584426879882812,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-23,CellId: 471ae40000000000,precipitation,ERA5,0.02956390380859375,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-24,CellId: 471ae40000000000,precipitation,ERA5,1.1053085327148438,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-25,CellId: 471ae40000000000,precipitation,ERA5,0.010967254638671875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-26,CellId: 471ae40000000000,precipitation,ERA5,0.0,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-27,CellId: 471ae40000000000,precipitation,ERA5,1.5454292297363281,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-28,CellId: 471ae40000000000,precipitation,ERA5,4.252433776855469,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-29,CellId: 471ae40000000000,precipitation,ERA5,3.3736228942871094,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-30,CellId: 471ae40000000000,precipitation,ERA5,1.8067359924316406,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-31,CellId: 471ae40000000000,precipitation,ERA5,1.9254684448242188,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-01,CellId: 471afc0000000000,precipitation,ERA5,0.4405975341796875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-02,CellId: 471afc0000000000,precipitation,ERA5,1.0466575622558594,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-03,CellId: 471afc0000000000,precipitation,ERA5,7.668495178222656,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-04,CellId: 471afc0000000000,precipitation,ERA5,0.39958953857421875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-05,CellId: 471afc0000000000,precipitation,ERA5,1.1687278747558594,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-06,CellId: 471afc0000000000,precipitation,ERA5,0.18072128295898438,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-07,CellId: 471afc0000000000,precipitation,ERA5,1.6164779663085938,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-08,CellId: 471afc0000000000,precipitation,ERA5,0.0,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-09,CellId: 471afc0000000000,precipitation,ERA5,0.7281303405761719,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-10,CellId: 471afc0000000000,precipitation,ERA5,1.8663406372070312,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-11,CellId: 471afc0000000000,precipitation,ERA5,4.253387451171875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-12,CellId: 471afc0000000000,precipitation,ERA5,0.6299018859863281,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-13,CellId: 471afc0000000000,precipitation,ERA5,0.007152557373046875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-14,CellId: 471afc0000000000,precipitation,ERA5,0.0,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-15,CellId: 471afc0000000000,precipitation,ERA5,0.0,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-16,CellId: 471afc0000000000,precipitation,ERA5,7.999897003173828,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-17,CellId: 471afc0000000000,precipitation,ERA5,1.6140937805175781,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-18,CellId: 471afc0000000000,precipitation,ERA5,7.3261260986328125,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-19,CellId: 471afc0000000000,precipitation,ERA5,1.8939971923828125,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-20,CellId: 471afc0000000000,precipitation,ERA5,0.93841552734375,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-21,CellId: 471afc0000000000,precipitation,ERA5,0.11777877807617188,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-22,CellId: 471afc0000000000,precipitation,ERA5,0.11777877807617188,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-23,CellId: 471afc0000000000,precipitation,ERA5,0.023365020751953125,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-24,CellId: 471afc0000000000,precipitation,ERA5,0.9009838104248047,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-25,CellId: 471afc0000000000,precipitation,ERA5,0.0019073486328125,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-26,CellId: 471afc0000000000,precipitation,ERA5,0.001430511474609375,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-27,CellId: 471afc0000000000,precipitation,ERA5,1.7066001892089844,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-28,CellId: 471afc0000000000,precipitation,ERA5,4.6558380126953125,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-29,CellId: 471afc0000000000,precipitation,ERA5,3.207683563232422,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-30,CellId: 471afc0000000000,precipitation,ERA5,2.1882057189941406,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-31,CellId: 471afc0000000000,precipitation,ERA5,1.613616943359375,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-01,CellId: 471b040000000000,precipitation,ERA5,0.4057884216308594,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-02,CellId: 471b040000000000,precipitation,ERA5,0.7781982421875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-03,CellId: 471b040000000000,precipitation,ERA5,7.719516754150391,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-04,CellId: 471b040000000000,precipitation,ERA5,0.6704330444335938,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-05,CellId: 471b040000000000,precipitation,ERA5,2.368450164794922,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-06,CellId: 471b040000000000,precipitation,ERA5,0.057220458984375,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-07,CellId: 471b040000000000,precipitation,ERA5,0.9584426879882812,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-08,CellId: 471b040000000000,precipitation,ERA5,0.000476837158203125,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-09,CellId: 471b040000000000,precipitation,ERA5,0.7557868957519531,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-10,CellId: 471b040000000000,precipitation,ERA5,1.8072128295898438,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-11,CellId: 471b040000000000,precipitation,ERA5,3.883838653564453,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-12,CellId: 471b040000000000,precipitation,ERA5,0.3809928894042969,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-13,CellId: 471b040000000000,precipitation,ERA5,0.015735626220703125,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-14,CellId: 471b040000000000,precipitation,ERA5,0.0,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-15,CellId: 471b040000000000,precipitation,ERA5,0.0,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-16,CellId: 471b040000000000,precipitation,ERA5,7.233619689941406,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-17,CellId: 471b040000000000,precipitation,ERA5,2.697467803955078,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-18,CellId: 471b040000000000,precipitation,ERA5,8.048534393310547,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-19,CellId: 471b040000000000,precipitation,ERA5,1.7786026000976562,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-20,CellId: 471b040000000000,precipitation,ERA5,1.2660026550292969,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-21,CellId: 471b040000000000,precipitation,ERA5,0.07104873657226562,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-22,CellId: 471b040000000000,precipitation,ERA5,0.16117095947265625,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-23,CellId: 471b040000000000,precipitation,ERA5,0.011444091796875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-24,CellId: 471b040000000000,precipitation,ERA5,1.2469291687011719,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-25,CellId: 471b040000000000,precipitation,ERA5,0.00095367431640625,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-26,CellId: 471b040000000000,precipitation,ERA5,0.0019073486328125,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-27,CellId: 471b040000000000,precipitation,ERA5,1.0747909545898438,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-28,CellId: 471b040000000000,precipitation,ERA5,5.112171173095703,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-29,CellId: 471b040000000000,precipitation,ERA5,4.124164581298828,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-30,CellId: 471b040000000000,precipitation,ERA5,2.1080970764160156,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-31,CellId: 471b040000000000,precipitation,ERA5,1.6112327575683594,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-01,CellId: 471b1c0000000000,precipitation,ERA5,0.3674030303955078,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-02,CellId: 471b1c0000000000,precipitation,ERA5,1.1258125305175781,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-03,CellId: 471b1c0000000000,precipitation,ERA5,8.365392684936523,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-04,CellId: 471b1c0000000000,precipitation,ERA5,0.9865760803222656,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-05,CellId: 471b1c0000000000,precipitation,ERA5,1.8405914306640625,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-06,CellId: 471b1c0000000000,precipitation,ERA5,0.05078315734863281,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-07,CellId: 471b1c0000000000,precipitation,ERA5,0.965118408203125,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-08,CellId: 471b1c0000000000,precipitation,ERA5,0.000476837158203125,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-09,CellId: 471b1c0000000000,precipitation,ERA5,0.5364418029785156,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-10,CellId: 471b1c0000000000,precipitation,ERA5,1.7197132110595703,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-11,CellId: 471b1c0000000000,precipitation,ERA5,4.11677360534668,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-12,CellId: 471b1c0000000000,precipitation,ERA5,0.5064010620117188,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-13,CellId: 471b1c0000000000,precipitation,ERA5,0.010013580322265625,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-14,CellId: 471b1c0000000000,precipitation,ERA5,0.0,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-15,CellId: 471b1c0000000000,precipitation,ERA5,0.0,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-16,CellId: 471b1c0000000000,precipitation,ERA5,8.471012115478516,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-17,CellId: 471b1c0000000000,precipitation,ERA5,2.1953582763671875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-18,CellId: 471b1c0000000000,precipitation,ERA5,6.89387321472168,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-19,CellId: 471b1c0000000000,precipitation,ERA5,1.4598369598388672,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-20,CellId: 471b1c0000000000,precipitation,ERA5,1.2640953063964844,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-21,CellId: 471b1c0000000000,precipitation,ERA5,0.08416175842285156,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-22,CellId: 471b1c0000000000,precipitation,ERA5,0.11277198791503906,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-23,CellId: 471b1c0000000000,precipitation,ERA5,0.014066696166992188,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-24,CellId: 471b1c0000000000,precipitation,ERA5,0.9790658950805664,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-25,CellId: 471b1c0000000000,precipitation,ERA5,0.0059604644775390625,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-26,CellId: 471b1c0000000000,precipitation,ERA5,0.0007152557373046875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-27,CellId: 471b1c0000000000,precipitation,ERA5,0.9822845458984375,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-28,CellId: 471b1c0000000000,precipitation,ERA5,4.401922225952148,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-29,CellId: 471b1c0000000000,precipitation,ERA5,4.273891448974609,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-30,CellId: 471b1c0000000000,precipitation,ERA5,1.7104148864746094,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-31,CellId: 471b1c0000000000,precipitation,ERA5,2.1200180053710938,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-01,CellId: 471b240000000000,precipitation,ERA5,0.2961158752441406,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-02,CellId: 471b240000000000,precipitation,ERA5,1.1563301086425781,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-03,CellId: 471b240000000000,precipitation,ERA5,8.582115173339844,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-04,CellId: 471b240000000000,precipitation,ERA5,0.9284019470214844,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-05,CellId: 471b240000000000,precipitation,ERA5,1.7681121826171875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-06,CellId: 471b240000000000,precipitation,ERA5,0.045299530029296875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-07,CellId: 471b240000000000,precipitation,ERA5,0.9832382202148438,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-08,CellId: 471b240000000000,precipitation,ERA5,0.0,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-09,CellId: 471b240000000000,precipitation,ERA5,0.32901763916015625,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-10,CellId: 471b240000000000,precipitation,ERA5,2.4280548095703125,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-11,CellId: 471b240000000000,precipitation,ERA5,3.8046836853027344,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-12,CellId: 471b240000000000,precipitation,ERA5,0.6456375122070312,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-13,CellId: 471b240000000000,precipitation,ERA5,0.007152557373046875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-14,CellId: 471b240000000000,precipitation,ERA5,0.0,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-15,CellId: 471b240000000000,precipitation,ERA5,0.0,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-16,CellId: 471b240000000000,precipitation,ERA5,8.176326751708984,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-17,CellId: 471b240000000000,precipitation,ERA5,1.6999244689941406,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-18,CellId: 471b240000000000,precipitation,ERA5,7.0648193359375,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-19,CellId: 471b240000000000,precipitation,ERA5,1.2187957763671875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-20,CellId: 471b240000000000,precipitation,ERA5,1.0800361633300781,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-21,CellId: 471b240000000000,precipitation,ERA5,0.0553131103515625,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-22,CellId: 471b240000000000,precipitation,ERA5,0.095367431640625,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-23,CellId: 471b240000000000,precipitation,ERA5,0.015735626220703125,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-24,CellId: 471b240000000000,precipitation,ERA5,0.9517669677734375,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-25,CellId: 471b240000000000,precipitation,ERA5,0.009059906005859375,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-26,CellId: 471b240000000000,precipitation,ERA5,0.002384185791015625,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-27,CellId: 471b240000000000,precipitation,ERA5,0.8401870727539062,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-28,CellId: 471b240000000000,precipitation,ERA5,3.5915374755859375,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-29,CellId: 471b240000000000,precipitation,ERA5,4.315376281738281,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-30,CellId: 471b240000000000,precipitation,ERA5,1.4138221740722656,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-31,CellId: 471b240000000000,precipitation,ERA5,2.582550048828125,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-01,CellId: 471b340000000000,precipitation,ERA5,0.23508071899414062,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-02,CellId: 471b340000000000,precipitation,ERA5,1.224517822265625,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-03,CellId: 471b340000000000,precipitation,ERA5,8.44430923461914,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-04,CellId: 471b340000000000,precipitation,ERA5,1.5115737915039062,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-05,CellId: 471b340000000000,precipitation,ERA5,3.0517578125,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-06,CellId: 471b340000000000,precipitation,ERA5,0.03528594970703125,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-07,CellId: 471b340000000000,precipitation,ERA5,0.6380081176757812,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-08,CellId: 471b340000000000,precipitation,ERA5,0.0,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-09,CellId: 471b340000000000,precipitation,ERA5,0.00286102294921875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-10,CellId: 471b340000000000,precipitation,ERA5,2.4390220642089844,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-11,CellId: 471b340000000000,precipitation,ERA5,3.6072731018066406,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-12,CellId: 471b340000000000,precipitation,ERA5,0.39958953857421875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-13,CellId: 471b340000000000,precipitation,ERA5,0.01049041748046875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-14,CellId: 471b340000000000,precipitation,ERA5,0.0,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-15,CellId: 471b340000000000,precipitation,ERA5,0.0,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-16,CellId: 471b340000000000,precipitation,ERA5,7.729530334472656,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-17,CellId: 471b340000000000,precipitation,ERA5,2.3651123046875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-18,CellId: 471b340000000000,precipitation,ERA5,7.595062255859375,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-19,CellId: 471b340000000000,precipitation,ERA5,1.018524169921875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-20,CellId: 471b340000000000,precipitation,ERA5,1.1076927185058594,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-21,CellId: 471b340000000000,precipitation,ERA5,0.04863739013671875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-22,CellId: 471b340000000000,precipitation,ERA5,0.11587142944335938,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-23,CellId: 471b340000000000,precipitation,ERA5,0.011444091796875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-24,CellId: 471b340000000000,precipitation,ERA5,0.9572505950927734,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-25,CellId: 471b340000000000,precipitation,ERA5,0.021457672119140625,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-26,CellId: 471b340000000000,precipitation,ERA5,0.013828277587890625,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-27,CellId: 471b340000000000,precipitation,ERA5,0.4382133483886719,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-28,CellId: 471b340000000000,precipitation,ERA5,4.042148590087891,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-29,CellId: 471b340000000000,precipitation,ERA5,5.253314971923828,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-30,CellId: 471b340000000000,precipitation,ERA5,1.2555122375488281,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-31,CellId: 471b340000000000,precipitation,ERA5,2.972126007080078,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-01,CellId: 471b3c0000000000,precipitation,ERA5,0.286102294921875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-02,CellId: 471b3c0000000000,precipitation,ERA5,1.293182373046875,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-03,CellId: 471b3c0000000000,precipitation,ERA5,8.200645446777344,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-04,CellId: 471b3c0000000000,precipitation,ERA5,1.5177726745605469,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
2018-01-05,CellId: 471b3c0000000000,precipitation,ERA5,2.1610260009765625,cross-source-poland-imgw-era5-january-l9,poland-imgw-era5,January,9
